iteration,wasserstein_h1
94,2.395167710242327
95,2.572079906089895
96,2.4919037095455985
97,2.3370743191402132
98,2.511422400364653
99,2.5397493010623133
100,2.696866995579787
101,2.6482740628410912
102,2.5228853470359933
103,2.450762064701033
104,2.780895152520435
105,2.176681799912086
106,2.522361733683705
107,2.8147399660628123
108,2.6862556043947228
109,2.6118891503195694
110,2.4402152676844127
111,2.351798137503228
112,2.4447171452971634
113,2.6943426629731104
114,2.5665932539483967
115,2.1358209125010164
116,2.460735993850877
117,2.2461724025186767
118,2.5733187243060778
119,2.514734773986948
120,2.408811949400329
121,2.5564148385508405
122,2.689377104127927
123,2.4795215164090068
124,2.3935311741622316
125,2.5883079281665355
126,2.453972758090078
127,2.331394252528495
128,2.2747617855441336
129,2.410478459146158
130,2.5062885836231397
131,2.5293880169729483
132,2.4252428472123015
133,2.4831937956368315
134,2.3453520556919116
135,2.5818964262461233
136,2.282588934689283
137,2.442991174284545
138,2.7367345817259703
139,2.5104326778482
140,2.881481845258623
141,2.6208861979728564
142,2.6581243476065906
143,2.565092247013779
144,2.508957264454468
145,2.610560643427755
146,2.4176716707222
147,2.463900685269778
148,2.337973447748162
149,2.2141567687508523
150,2.3866697511741655
151,2.5581162658049417
152,2.456422618842966
153,2.5749530277989807
154,2.2650190794174483
155,2.5482974215459766
156,2.309356725428107
157,2.967042759758312
158,2.4377480520224095
159,2.4136957834605766
160,2.377543579866246
161,2.5863549508328356
162,2.5395845785291042
163,2.6454164822697264
164,2.836311753673076
165,2.627181893469514
166,2.4448332380408253
167,2.261347941848529
168,2.5047130018283914
169,2.444263678266748
170,2.3789497111903657
171,2.5145003637489545
172,2.1191338417733014
173,2.421246769649913
174,2.4736271746354355
175,2.52433511249552
176,2.6605979067763887
177,2.375523458524425
178,2.6257275301430196
179,2.538199645313101
180,2.5860105284817054
181,2.5081093308453313
182,2.6703818179509167
183,2.6621583955414456
184,2.518972167558383
185,2.576091387133398
186,2.4906111458705693
187,2.6346713059125926
188,2.439699410303392
189,2.757566237940094
190,2.5662678026981913
191,2.3980465195350598
192,2.4376134979978694
193,2.711883328548105
194,2.5785577162879374
195,2.4038039874664943
196,2.3742179127893754
197,2.44511706036779
198,2.294470375334684
199,2.519794321116966
200,2.784083764793361
201,2.4475142138129957
202,2.3921783958629197
203,2.4300367033643595
204,2.388435150836006
205,2.470128264385267
206,2.5314136142838746
207,2.4713909059012176
208,2.4578637239187913
209,2.61766979348202
210,2.372566566337431
211,2.442472836390689
212,2.3564249703421147
213,2.4306344195838046
214,2.4820417458629085
215,2.717572454134332
216,2.40251143888745
217,2.56316255156241
218,2.660047423426861
219,2.6182371754539826
220,2.4446134965969413
221,2.516059619580383
222,2.68156043184839
223,2.5612825850228482
224,2.4798384527325386
225,2.3762928703903925
226,2.2879331311131894
227,2.679049848256616
228,2.4283489182064133
229,2.728491440805672
230,2.573702433123146
231,2.5916625150295385
232,2.7559683223754905
233,2.424861620929951
234,2.4055414988763895
235,2.666551487865166
236,2.488758283219837
237,2.593359041420844
238,2.348699743438767
239,2.5581155876312724
240,2.6219223507209684
241,2.525510857370157
242,2.4613624232667677
243,2.3525358769509923
244,2.673288795225815
245,2.32943634666856
246,2.327254537721015
247,2.5526172227888546
248,2.7647202345277115
249,2.5358727417024314
250,2.3591409198014572
251,2.7333961805059706
252,2.3044203890979844
253,2.484212214476952
254,2.370725383747474
255,2.492058056691171
256,2.4848669723398613
257,2.6091540666369193
258,2.6574254704033393
259,2.5008630012789967
260,2.4735324814542343
261,2.7117363806233064
262,2.653286506421202
263,2.602173232639351
264,2.6499155154481437
265,2.712597457311536
266,2.7074495230194033
267,2.523894679293768
268,2.44480650381851
269,2.2814830268047395
270,2.425471302681344
271,2.7774109140209804
272,2.60058723424556
273,2.4187916140843035
274,2.335866840179278
275,2.3804949438491776
276,2.260917355878601
277,2.5687603724223846
278,2.579855016044001
279,2.6565594807875144
280,2.510762319088746
281,2.5859848115370365
282,2.501794393074571
283,2.510015339573838
284,2.5664486620085594
285,2.3621649115395584
286,2.2858099368390703
287,2.3175207620139022
288,2.498656397210139
289,2.4562262905444623
290,2.4648673544583377
291,2.496266408205578
292,2.535359968317593
293,2.493074627590601
294,2.3214278763538614
295,2.438233201590014
296,2.381334356520968
297,2.505163136894555
298,2.639152580618064
299,2.755773501043512
300,2.439830866561912
301,2.511717349122719
302,2.3305143346235075
303,2.4170229255645865
304,2.3385427461692565
305,2.3766564895446747
306,2.4047804788524862
307,2.3100716044437903
308,2.5605259030295318
309,2.4522546554608953
310,2.5290855682081808
311,2.5714645188810983
312,2.471457194431025
313,2.800219569592688
314,2.407293617299422
315,2.4493261966397215
316,2.604889839502839
317,2.230043079292736
318,2.398713518442927
319,2.3215326233757665
320,2.454682623544713
321,2.4408924513684114
322,2.4127539599055905
323,2.6269993552023627
324,2.215258309943419
325,2.607952567197837
326,2.458361731184228
327,2.69691492265555
328,2.2488007892956654
329,2.5468794341322756
330,2.36779566381134
331,2.526384570649963
332,2.567821740597652
333,2.251620904348135
334,2.373120548520507
335,2.174450283455971
336,2.5463864401060277
337,2.7812082980618196
338,2.550677297581532
339,2.617326255561766
340,2.6186224275286953
341,2.5704745041663433
342,2.415443222051991
343,2.410632494434968
344,2.391710257410182
345,2.5859873793370123
346,2.328332204692103
347,2.633721555866165
348,2.290526989869051
349,2.2834233066143375
350,2.4719963438034354
351,2.7942567959149978
352,2.445960841815748
353,2.4893067550973402
354,2.5595689454365536
355,2.4597750691216937
356,2.5387048883212833
357,2.486033727602424
358,2.51143297586089
359,2.5022624777026095
360,2.7041824306499658
361,2.2377227914326308
362,2.7504407903299386
363,2.516942638866806
364,2.398490376485605
365,2.5892159730828674
366,2.491984118980037
367,2.6742969346194743
368,2.5680495298103745
369,2.5987161160087684
370,2.53173792250825
371,2.557392116610335
372,2.818767617922944
373,2.5257675009200646
374,2.388509406383314
375,2.630542785754211
376,2.69184859638851
377,2.363601383423287
378,2.406469259788458
379,2.488125287704521
380,2.5603226104919035
381,2.4512359122998464
382,2.5137544442129696
383,2.554155092469763
384,2.7696184459020214
385,2.5976486320639345
386,2.655466478924313
387,2.6071541112750896
388,2.3360170599650463
389,2.5596659467521254
390,2.43102658450114
391,2.641385743180102
392,2.6660837433815954
393,2.1926745710598365
394,2.5960258935895952
395,2.517478640778945
396,2.608074909721127
397,2.474529167217834
398,2.4214501187639934
399,2.667241946897727
400,2.434935297405951
401,2.3018873255929306
402,2.757419688820301
403,2.318003726429941
404,2.599552896850569
405,2.4279824387442392
406,2.8582608658063062
407,2.3919678299644413
408,2.4043795037771742
409,2.587692865943258
410,2.757945312104284
411,2.6288060316465995
412,2.59743095472145
413,2.702764781378023
414,2.481478125679182
415,2.339395785529485
416,2.6422407193263524
417,2.437585915649597
418,2.5611032685946897
419,2.622780552670304
420,2.655595400780628
421,2.7020374893805084
422,2.7494807501320793
423,2.301549333426718
424,2.3877538799162794
425,2.2611612737498845
426,2.4974158604834162
427,2.7023513078657184
428,2.5014119357011304
429,2.399460266625435
430,2.208743504561642
431,2.4522764570691273
432,2.6064765122782543
433,2.691117783208057
434,2.544862137968893
435,2.488969457564949
436,2.4307517371317986
437,2.4800287110648305
438,2.3586616249101664
439,2.4729516895529136
440,2.325314011577134
441,2.4147975218457027
442,2.2744012831097953
443,2.152595302914092
444,2.320471161458986
445,2.518707465142276
446,2.446896626029275
447,2.372508984183101
448,2.417558994990139
449,2.3823022534428695
450,2.425324832470422
451,2.6553160111226397
452,2.515545098282078
453,2.4740286122427344
454,2.23440293537442
455,2.296046818356971
456,2.382581639981635
457,2.1503375365749484
458,2.6460314589589977
459,2.6007447951435303
460,2.518067951033119
461,2.4406455572832724
462,2.5328584321341605
463,2.3128814635089268
464,2.623522259852509
465,2.8061403812569834
466,2.4783248088092713
467,2.3798134650697467
468,2.5503252978438127
469,2.603849212369056
470,2.262973284130536
471,2.4030848003501712
472,2.5499732252991025
473,2.6037897940256367
474,2.4809436305244867
475,2.643723531498546
476,2.45657832809354
477,2.415719911974536
478,2.2953156627999913
479,2.59691734738318
480,2.5412737701544117
481,2.5625872719335163
482,2.5083060098782672
483,2.569818271596915
484,2.4708526453963033
485,2.6590255986482623
486,2.4659413570822615
487,2.4371577183392246
488,2.4440139223388986
489,2.790090625823863
490,2.606477280805738
491,2.6308798688547173
492,2.642726399925477
493,2.4511476097724674
494,2.3812122059715657
495,2.4378190624429683
496,2.736980745200334
497,2.6359512531028324
498,2.555685070375243
499,2.6466099806778063
500,2.730630012695952
501,2.52096789360363
502,2.4183465801422086
503,2.648880865283295
504,2.43937960665704
505,2.608886944799745
506,2.5083529400092175
507,2.615788816825532
508,2.163033126435751
509,2.640705247001956
510,2.3881081298206492
511,2.5297651742369673
512,2.5224974993186366
513,2.4012663233116545
514,2.4528956028841202
515,2.4670611376770286
516,2.599605087338835
517,2.5896294375049065
518,2.5696148902597162
519,2.3312146924235844
520,2.665499346507215
521,2.496003978165475
522,2.573379739242058
523,2.380006556280182
524,2.7275426572954076
525,2.585317563013735
526,2.5083332897379833
527,2.689506897423043
528,2.758249603618543
529,2.47333924031367
530,2.498550830853671
531,2.281612634989192
532,2.4569165424523556
533,2.5159253193407576
534,2.6301887865722553
535,2.6213418424067134
536,2.565682781552367
537,2.446880653377802
538,2.3816996797984675
539,2.3844268382701053
540,2.4604912027108754
541,2.592998348423722
542,2.388358737719661
543,2.5302276413582434
544,2.3902221301605593
545,2.475214156535747
546,2.562259633040918
547,2.403483512559467
548,2.5385707452402553
549,2.4303570876522835
550,2.276581986978499
551,2.6607285603557527
552,2.122844274978714
553,2.2874205366284754
554,2.727160866416832
555,2.4714694818104466
556,2.693617732263212
557,2.4039815583977715
558,2.5132149375882227
559,2.545157220983692
560,2.182792162608216
561,2.421004668646267
562,2.5735413514936085
563,2.2720069489763066
564,2.3288271165327163
565,2.4969132088138077
566,2.418117803277665
567,2.73261600067869
568,2.6288997481610785
569,2.4666638708573747
570,2.493519977778002
571,2.484516032866545
572,2.5158659022063907
573,2.3928606890978177
574,2.2319745319020208
575,2.1854641092161535
576,2.5063935059774956
577,2.3340175664745377
578,2.5239942024719637
579,2.5706436788739078
580,2.4367731882395898
581,2.51728220822209
582,2.399331301553976
583,2.616664834074925
584,2.6410855530438617
585,2.4580029097382763
586,2.224606363674779
587,2.7026455719689877
588,2.300008236925046
589,2.727265481483592
590,2.20348687264163
591,2.7210261780241347
592,2.5121610975863433
593,2.4636234521803875
594,2.5145293022630213
595,2.4684401113457506
596,2.5787738693358073
597,2.5939098583244777
598,2.577208463043912
599,2.4999675482053556
600,2.4718957763999603
601,2.387607652240813
602,2.666730628272026
603,2.650870794451052
604,2.592020803902214
605,2.7080258277697054
606,2.4874388123972015
607,2.44214867443782
608,2.475284153345485
609,2.348126247113704
610,2.5400134055262695
611,2.6073626582490226
612,2.5083854997853505
613,2.6220235573236113
614,2.606477477508495
615,2.4947760099329876
616,2.420417631317725
617,2.5192900592674983
618,2.466144679282148
619,2.284938338322065
620,2.419654077642827
621,2.2859585165540928
622,2.6261978451646826
623,2.431202978863009
624,2.519807302575554
625,2.5367462520227404
626,2.2311001305862677
627,2.3019141047185023
628,2.3428545190193137
629,2.3700817133895584
630,2.3643951428691548
631,2.3594230071765594
632,2.7456639778486664
633,2.450187934229634
634,2.3990063752146282
635,2.5688331345257964
636,2.4746734542161777
637,2.566574016515969
638,2.606719833468409
639,2.4333496696484644
640,2.476939881571428
641,2.4863573669222854
642,2.41301597669488
643,2.4571931806964855
644,2.5217388730876964
645,2.5430610588417473
646,2.5537020531075
647,2.427277294777695
648,2.4712336032705386
649,2.5353169089297394
650,2.5500007761310086
651,2.6445306607663484
652,2.5026877261929577
653,2.5332197299263726
654,2.4700762467242403
655,2.4336067856516883
656,2.3641987355456062
657,2.6558091904491157
658,2.5099377324247376
659,2.5291140958282345
660,2.358654128173981
661,2.7897045733075982
662,2.358144074960417
663,2.448644534087707
664,2.4073415436426635
665,2.4120789732520214
666,2.459574652060584
667,2.647017553274543
668,2.3886700018862324
669,2.3858988549537403
670,2.3846708602815614
671,2.5711460569010263
672,2.5657594076291215
673,2.697696610243881
674,2.599356567154679
675,2.7640872711449678
676,2.410329214397087
677,2.609315399091166
678,2.4646935900334954
679,2.460902080140849
680,2.328200091446449
681,2.5867988342500214
682,2.5062685534212097
683,2.4751321480074893
684,2.6246044382430345
685,2.607417337681834
686,2.4042584504268416
687,2.579349630149461
688,2.515386272117112
689,2.3907709777502024
690,2.4663204974089963
691,2.615259582189801
692,2.2389651820420715
693,2.385530855451549
694,2.989794137672522
695,2.5057626098946146
696,2.4567938504660987
697,2.4902729316392325
698,2.1830402236032507
699,2.5036408631318032
700,2.722067150858723
701,2.541561598431081
702,2.4116544867034735
703,2.226060153419506
704,2.321053780417755
705,2.566724172408045
706,2.559852466536948
707,2.6730045893365153
708,2.555759921417992
709,2.521839988198075
710,2.1715979388793967
711,2.683541102913977
712,2.3725493902068084
713,2.597684693360998
714,2.7031976738231576
715,2.510995822520634
716,2.777310279639009
717,2.4045007099110993
718,2.587937541441277
719,2.682302385146043
720,2.6060313226101908
721,2.6583477637809505
722,2.415110002076054
723,2.4842731692667916
724,2.5414280384974086
725,2.593054507070461
726,2.5738720824250243
727,2.525771202173196
728,2.4789890212413677
729,2.2874841337869194
730,2.5130374696812234
731,2.4778873715543948
732,2.477006741160662
733,2.1415923774929295
734,2.673121370701067
735,2.199586390200314
736,2.6186687268989344
737,2.635346497810704
738,2.605956222088572
739,2.5588728193386188
740,2.5602310959976684
741,2.6944229132250626
742,2.2930624610121146
743,2.319534802110306
744,2.540539193701244
745,2.5594992063564623
746,2.475692091524486
747,2.484290547032731
748,2.412380874444343
749,2.7491950068133577
750,2.2971750162472944
751,2.5249651587466184
752,2.837167366575671
753,2.699168514337612
754,2.430624325775545
755,2.455266204190446
756,2.4321159200534357
757,2.292122735345175
758,2.43714615337872
759,2.457694223512787
760,2.428630056511045
761,2.8656492116216414
762,2.746760837230431
763,2.4281865943215433
764,2.4243680938611694
765,2.7764160780658758
766,2.6477049109013833
767,2.6074981267605155
768,2.5225142964782528
769,2.609977845841719
770,2.751441195201572
771,2.4688894264976184
772,2.208049970739159
773,2.5271017275437426
774,2.4289520736372743
775,2.1937527568712696
776,2.4868640417874364
777,2.572563378863043
778,2.51938672807583
779,2.594193223036861
780,2.3686753842305857
781,2.3957554009772473
782,2.6610644457239134
783,2.396233627898884
784,2.4557447847916505
785,2.5561953506667066
786,2.461298032484984
787,2.6559939778666695
788,2.5625114863377805
789,2.498309792775691
790,2.408770249278532
791,2.4493662825002747
792,2.476702721314134
793,2.5214079841294867
794,2.4571282627315854
795,2.3507660901555645
796,2.709069610620159
797,2.394926818808764
798,2.3887979443746
799,2.6399994179505297
800,2.4751091640143033
801,2.454405291037898
802,2.380253676052271
803,2.3985830772394183
804,2.462002296764791
805,2.46871796216449
806,2.6440622345391818
807,2.509399981674822
808,2.458299525877999
809,2.586649743250365
810,2.3956361578777057
811,2.3303242327636564
812,2.5527222761334483
813,2.51661454227
814,2.296228061161529
815,2.373135746598696
816,2.3353441443593717
817,2.4503166247614163
818,2.410225141727386
819,2.722496232846314
820,2.687149405982283
821,2.49336493550327
822,2.5910990624155716
823,2.4624479363517526
824,2.5293997446497296
825,2.501277575079171
826,2.5783140049005824
827,2.2773674408374984
828,2.3785521463239654
829,2.4513591295090618
830,2.593987552581504
831,2.7404409944231416
832,2.659438057279067
833,2.3112383919767465
834,2.4063835427831277
835,2.8053863659475717
836,2.411322868978785
837,2.4317238141538478
838,2.3329670116036323
839,2.6358667495127834
840,2.474230557424746
841,2.7141590393581714
842,2.969571845731785
843,2.694663945055759
844,2.377712543084071
845,2.8814413531553056
846,2.553160396919682
847,2.6477677140574656
848,2.466856383275049
849,2.471907463630361
850,2.574768914674298
851,2.2333134152572702
852,2.590506077210036
853,2.59854524179174
854,2.4597319848497
855,2.4428655600363065
856,2.386009340603392
857,2.5886075818354044
858,2.369918531999744
859,2.434353301997465
860,2.525714923978499
861,2.3695453955209014
862,2.622224928847677
863,2.127251635798132
864,2.3581946758406396
865,2.656081629392431
866,2.407413981016271
867,2.5978845560772523
868,2.419100322800645
869,2.3431039107216436
870,2.405145407242559
871,2.453539184206803
872,2.5827381800075773
873,2.571980289172266
874,2.217643617173641
875,2.643740486212708
876,2.2971581195843074
877,2.399924760313233
878,2.4358868210125184
879,2.55318565859516
880,2.4759273169946674
881,2.448847615809086
882,2.3610792728119074
883,2.3663885178905746
884,2.362988770804593
885,2.3485159278207304
886,2.454396952018039
887,2.419596690514637
888,2.614150390973676
889,2.385023324952414
890,2.2678430637647553
891,2.366871132109356
892,2.231601654946642
893,2.5728129077412754
894,2.8938051880847238
895,2.6710395760572707
896,2.6092246706320124
897,2.5858380486271084
898,2.4633967796297656
899,2.5601307051484286
900,2.6820976595653634
901,2.547280426464445
902,2.577273002714171
903,2.41939259098313
904,2.2139926062753243
905,2.6915554693073096
906,2.5271746152435535
907,2.4201432581720246
908,2.4479132248754087
909,2.353836095900548
910,2.289400212308161
911,2.5750619963706782
912,2.74475559100456
913,2.4798718356182654
914,2.5694685110755877
915,2.4776796059763377
916,2.4754471275143044
917,2.2726248708439494
918,2.443059171727992
919,2.5225213661072594
920,2.6503746375984027
921,2.4273321947252873
922,2.799665336202487
923,2.313322073408415
924,2.5588856964374775
925,2.8637163979889335
926,2.2450505609842577
927,2.521813967201828
928,2.5597738374415613
929,2.3842730499679323
930,2.6837024643093534
931,2.300696031058812
932,2.542724674477346
933,2.5856111057208357
934,2.3593239067310794
935,2.662983209009625
936,2.392532848869335
937,2.2625000311896164
938,2.472789025914212
939,2.248762079496841
940,2.355463668922821
941,2.182757481927169
942,2.39763765072997
943,2.382195071480454
944,2.5244574116862086
945,2.1710439203879597
946,2.488722719934808
947,2.5145770923529462
948,2.6074412068492294
949,2.766663864893939
950,2.5587019112051754
951,2.448952567877125
952,2.771116519558305
953,2.4961818229133184
954,2.322394990972805
955,2.5319537025493113
956,2.6446153221213207
957,2.5378935730009795
958,2.445969800537733
959,2.4066510961143357
960,2.4312934264253103
961,2.421264345277113
962,2.894322921410364
963,2.3530753953532493
964,2.541920205861384
965,2.4605266618811577
966,2.4433840335267742
967,2.503976419910583
968,2.572577484380127
969,2.5977315306263797
970,2.478308864374898
971,2.441229443532178
972,2.6136367351562475
973,2.6380606458793707
974,2.4395592474890493
975,2.4356917002193645
976,2.655799264223071
977,2.3323736907145527
978,2.277499796998424
979,2.5715007466566364
980,2.3611054777013374
981,2.4353886264466507
982,2.701827903709984
983,2.4564691589179724
984,2.518976228648519
985,2.6239325274728307
986,2.396338969171601
987,2.6246996297061482
988,2.5810174032874618
989,2.590811626156872
990,2.4519942843983813
991,2.41211178259716
992,2.554074982652078
993,2.573072271386015
994,2.7012554751527347
995,2.5150611702573364
996,2.4636848862243044
997,2.44791413563992
998,2.570130770410991
999,2.4481856284762396
