group,dim,lgbtq_explicit,heteronormative,neutral,religious_conservative
lgbtq_explicit,0,0.0,15.83174701433214,22.61947835344021,16.21629685268693
heteronormative,0,15.83174701433214,0.0,6.8741502314805984,4.722696483135223
neutral,0,22.61947835344021,6.8741502314805984,0.0,10.887262240052223
religious_conservative,0,16.21629685268693,4.722696483135223,10.887262240052223,0.0
lgbtq_explicit,1,0.0,3.527019549258571,4.768452118841859,4.833189162594758
heteronormative,1,3.527019549258571,0.0,1.4294395442200203,1.7447481146504162
neutral,1,4.768452118841859,1.4294395442200203,0.0,1.7336920940579594
religious_conservative,1,4.833189162594758,1.7447481146504162,1.7336920940579594,0.0
